country,year,rp,impact
PAN,2002,6.4,813.0
PER,2021,32.0,27001.0
PHL,2013,32.0,2803958.0
PHL,2012,16.0,96020.0
PHL,1993,10.666666666666666,74957.0
PHL,2008,8.0,48239.0
PHL,2011,6.4,30626.0
PHL,2009,5.333333333333333,8668.0
PHL,2006,4.571428571428571,6616.0
PHL,2007,4.0,5759.0
PHL,1994,3.5555555555555554,4847.0
PHL,2002,3.2,2997.0
PHL,2014,2.909090909090909,978.0
PHL,1995,2.6666666666666665,960.0
PHL,2005,2.4615384615384617,772.0
PHL,1997,2.2857142857142856,139.0
PNG,1999,32.0,75947.0
PNG,2012,16.0,34416.0
POL,1997,32.0,6381219.0
POL,2010,16.0,4133704.0
POL,2009,10.666666666666666,136412.0
PRI,1992,32.0,417135.0
PRI,2001,16.0,241308.0
PRK,1995,32.0,28807763.0
PRK,2007,16.0,423437.0
PRK,2016,10.666666666666666,74381.0
PRK,2004,8.0,30988.0
PRK,2012,6.4,14531.0
PRT,2010,32.0,1811851.0
PRY,2012,32.0,5099.0
PRY,2009,16.0,1119.0
ROU,2005,32.0,1967600.0
ROU,2010,16.0,1491661.0
ROU,1998,10.666666666666666,269300.0
ROU,2001,8.0,223127.0
ROU,1997,6.4,200553.0
ROU,2000,5.333333333333333,170801.0
ROU,1991,4.571428571428571,107442.0
ROU,1999,4.0,105414.0
ROU,2013,3.5555555555555554,13819.0
ROU,1995,3.2,6530.0
ROU,1994,2.909090909090909,5923.0
ROU,2002,2.6666666666666665,472.0
RUS,2013,32.0,1256261.0
RUS,1994,16.0,554806.0
RUS,2001,10.666666666666666,426422.0
RUS,1997,8.0,317420.0
RUS,1996,6.4,295547.0
RUS,2006,5.333333333333333,192224.0
RUS,2002,4.571428571428571,157770.0
RUS,1992,4.0,100321.0
RUS,2010,3.5555555555555554,88579.0
RUS,2004,3.2,87942.0
RUS,1993,2.909090909090909,68880.0
RUS,2000,2.6666666666666665,50985.0
RUS,2007,2.4615384615384617,36348.0
RUS,2005,2.2857142857142856,35467.0
RUS,1998,2.1333333333333333,29623.0
RUS,2011,2.0,27341.0
RUS,2012,1.8823529411764706,21669.0
RUS,2014,1.7777777777777777,9890.0
RWA,2007,32.0,13.0
SAU,2009,32.0,1227711.0
SAU,2011,16.0,390312.0
SAU,2015,10.666666666666666,2469.0
SDN,2007,32.0,423437.0
SDN,2003,16.0,292721.0
SDN,1998,10.666666666666666,71813.0
SDN,2013,8.0,8794.0
SDN,2001,6.4,3306.0
SDN,1993,5.333333333333333,405.0
