year,emdat_eventcountry_id,country,type,emdat_impact_scaled,event_id
1999,1999-0071-MOZ,MOZ,Riverine flood,21786.0,1999-0071
2000,2000-0012-MOZ,MOZ,Riverine flood,712433.0,2000-0012
2007,2007-0614-MOZ,MOZ,Flood (General),141146.0,2007-0614
2007,2007-0020-MOZ,MOZ,Riverine flood,100213.0,2007-0020
2013,2013-0011-MOZ,MOZ,Riverine flood,37688.0,2013-0011
2018,2018-0048-MOZ,MOZ,Flood (General),5944.0,2018-0048
2013,2013-0374-MRT,MRT,Riverine flood,2513.0,2013-0374
1998,1998-0018-MWI,MWI,Riverine flood,160.0,1998-0018
2000,2000-0118-MWI,MWI,Flood (General),1700.0,2000-0118
2015,2015-0011-MWI,MWI,Riverine flood,481549.0,2015-0011
2004,2004-0635-MYS,MYS,Riverine flood,15494.0,2004-0635
2007,2007-0021-MYS,MYS,Riverine flood,853931.0,2007-0021
2007,2007-0611-MYS,MYS,Riverine flood,512359.0,2007-0611
2013,2013-0535-MYS,MYS,Riverine flood,2513.0,2013-0535
2014,2014-0494-MYS,MYS,Riverine flood,351083.0,2014-0494
2016,2016-0516-MYS,MYS,Flood (General),160955.0,2016-0516
2020,2020-0272-MYS,MYS,Flood (General),7689.0,2020-0272
2022,2022-0119-MYS,MYS,Flood (General),240.0,2022-0119
2006,2006-0108-NAM,NAM,Riverine flood,12325.0,2006-0108
2011,2011-0081-NAM,NAM,Riverine flood,15612.0,2011-0081
2012,2012-0302-NER,NER,Riverine flood,234685.0,2012-0302
2013,2013-0336-NER,NER,Riverine flood,81310.0,2013-0336
2014,2014-0289-NER,NER,Riverine flood,2472.0,2014-0289
2017,2017-0370-NER,NER,Flood (General),11939.0,2017-0370
2020,2020-0336-NER,NER,Flood (General),11308.0,2020-0336
1994,1994-0208-NGA,NGA,Riverine flood,131297.0,1994-0208
2000,2000-0547-NGA,NGA,Flood (General),3229.0,2000-0547
2003,2003-0455-NGA,NGA,Riverine flood,4089.0,2003-0455
2005,2005-0423-NGA,NGA,Riverine flood,220.0,2005-0423
2010,2010-0509-NGA,NGA,Riverine flood,40263.0,2010-0509
2011,2011-0230-NGA,NGA,Riverine flood,5855.0,2011-0230
2012,2012-0366-NGA,NGA,Riverine flood,637331.0,2012-0366
2015,2015-0448-NGA,NGA,Riverine flood,30869.0,2015-0448
2018,2018-0365-NGA,NGA,Flood (General),320502.0,2018-0365
2020,2020-0455-NGA,NGA,Flood (General),113077.0,2020-0455
2022,2022-0674-NGA,NGA,Flood (General),4200000.0,2022-0674
2002,2002-0328-NIC,NIC,Riverine flood,81.0,2002-0328
1992,1992-0555-NLD,NLD,Riverine flood,57565.0,1992-0555
1998,1998-0293-NLD,NLD,Riverine flood,951528.0,1998-0293
1995,1995-0095-NOR,NOR,Riverine flood,576155.0,1995-0095
1995,1995-0105-NPL,NPL,Riverine flood,2305.0,1995-0105
1998,1998-0221-NPL,NPL,Flood (General),39497.0,1998-0221
1998,1998-0282-NPL,NPL,Riverine flood,8977.0,1998-0282
1999,1999-0220-NPL,NPL,Riverine flood,3514.0,1999-0220
2000,2000-0476-NPL,NPL,Flood (General),10707.0,2000-0476
2007,2007-0307-NPL,NPL,Riverine flood,3387.0,2007-0307
2008,2008-0271-NPL,NPL,Riverine flood,39.0,2008-0271
2009,2009-0434-NPL,NPL,Riverine flood,81847.0,2009-0434
2012,2012-0186-NPL,NPL,Riverine flood,1275.0,2012-0186
2017,2017-0342-NPL,NPL,Flood (General),710386.0,2017-0342
2019,2019-0332-NPL,NPL,Flood (General),233522.0,2019-0332
2020,2020-0297-NPL,NPL,Flood (General),113077.0,2020-0297
1998,1998-0211-NZL,NZL,Riverine flood,134650.0,1998-0211
2000,2000-0558-NZL,NZL,Flood (General),1700.0,2000-0558
2002,2002-0036-NZL,NZL,Riverine flood,813.0,2002-0036
2015,2015-0256-NZL,NZL,Riverine flood,211141.0,2015-0256
2015,2015-0206-NZL,NZL,Flood (General),123474.0,2015-0206
2017,2017-0222-NZL,NZL,Flood (General),84769.0,2017-0222
2018,2018-0485-NZL,NZL,Flood (General),29137.0,2018-0485
2020,2020-0543-NZL,NZL,Flood (General),80284.0,2020-0543
2020,2020-0043-NZL,NZL,Flood (General),32792.0,2020-0043
2021,2021-0499-NZL,NZL,Flood (General),151204.0,2021-0499
2021,2021-0611-NZL,NZL,Flood (General),61562.0,2021-0611
2021,2021-0298-NZL,NZL,Flood (General),54001.0,2021-0298
2023,2023-0046-NZL,NZL,Flood (General),,2023-0046
1992,1992-0062-PAK,PAK,Riverine flood,2085674.0,1992-0062
1992,1992-0060-PAK,PAK,Flood (General),480.0,1992-0060
1994,1994-0075-PAK,PAK,Riverine flood,181644.0,1994-0075
2002,2002-0543-PAK,PAK,Riverine flood,49.0,2002-0543
2005,2005-0079-PAK,PAK,Riverine flood,44957.0,2005-0079
2008,2008-0350-PAK,PAK,Riverine flood,140005.0,2008-0350
2011,2011-0347-PAK,PAK,Riverine flood,3252600.0,2011-0347
2012,2012-0363-PAK,PAK,Riverine flood,3186657.0,2012-0363
2013,2013-0276-PAK,PAK,Riverine flood,1884391.0,2013-0276
2014,2014-0343-PAK,PAK,Riverine flood,2472413.0,2014-0343
2016,2016-0553-PAK,PAK,Riverine flood,2439.0,2016-0553
2020,2020-0357-PAK,PAK,Flood (General),1696149.0,2020-0357
2021,2021-0846-PAK,PAK,Flood (General),10800.0,2021-0846
1995,1995-0482-PAN,PAN,Riverine flood,13444.0,1995-0482
2000,2000-0627-PAN,PAN,Flood (General),2209.0,2000-0627
2002,2002-0264-PAN,PAN,Riverine flood,813.0,2002-0264
2005,2005-0021-PAN,PAN,Riverine flood,10490.0,2005-0021
2008,2008-0551-PAN,PAN,Riverine flood,13593.0,2008-0551
2012,2012-0480-PAN,PAN,Riverine flood,2549.0,2012-0480
1994,1994-0017-PER,PER,Flood (General),98720.0,1994-0017
2016,2016-0054-PER,PER,Flood (General),2439.0,2016-0054
2017,2017-0084-PER,PER,Flood (General),3701172.0,2017-0084
2017,2017-0036-PER,PER,Flood (General),119393.0,2017-0036
2021,2021-0098-PER,PER,Riverine flood,27001.0,2021-0098
2023,2023-0221-PER,PER,Flood (General),,2023-0221
1992,1992-0057-PHL,PHL,Flood (General),154757.0,1992-0057
1993,1993-0113-PHL,PHL,Riverine flood,74957.0,1993-0113
1993,1993-0054-PHL,PHL,Flood (General),5267.0,1993-0054
1994,1994-0168-PHL,PHL,Flood (General),3258.0,1994-0168
1994,1994-0778-PHL,PHL,Riverine flood,3159.0,1994-0778
1994,1994-0782-PHL,PHL,Riverine flood,1688.0,1994-0782
1995,1995-0304-PHL,PHL,Riverine flood,960.0,1995-0304
1995,1995-0290-PHL,PHL,Flood (General),273.0,1995-0290
1997,1997-0567-PHL,PHL,Riverine flood,139.0,1997-0567
2002,2002-0176-PHL,PHL,Riverine flood,2359.0,2002-0176
2002,2002-0005-PHL,PHL,Riverine flood,638.0,2002-0005
2005,2005-0669-PHL,PHL,Riverine flood,772.0,2005-0669
2006,2006-0702-PHL,PHL,Riverine flood,4929.0,2006-0702
2006,2006-0605-PHL,PHL,Riverine flood,1108.0,2006-0605
2006,2006-0563-PHL,PHL,Riverine flood,579.0,2006-0563
2007,2007-0022-PHL,PHL,Riverine flood,5759.0,2007-0022
2008,2008-0077-PHL,PHL,Riverine flood,41775.0,2008-0077
2008,2008-0622-PHL,PHL,Riverine flood,5623.0,2008-0622
2008,2008-0611-PHL,PHL,Riverine flood,606.0,2008-0611
2008,2008-0620-PHL,PHL,Riverine flood,235.0,2008-0620
2009,2009-0023-PHL,PHL,Riverine flood,8668.0,2009-0023
2011,2011-0021-PHL,PHL,Riverine flood,16147.0,2011-0021
2011,2011-0204-PHL,PHL,Riverine flood,13877.0,2011-0204
2011,2011-0087-PHL,PHL,Riverine flood,364.0,2011-0087
2011,2011-0468-PHL,PHL,Riverine flood,238.0,2011-0468
2012,2012-0272-PHL,PHL,Riverine flood,92196.0,2012-0272
2012,2012-0396-PHL,PHL,Riverine flood,2549.0,2012-0396
2012,2012-0602-PHL,PHL,Riverine flood,1275.0,2012-0602
2013,2013-0274-PHL,PHL,Riverine flood,2751211.0,2013-0274
2013,2013-0340-PHL,PHL,Riverine flood,45225.0,2013-0340
2013,2013-0418-PHL,PHL,Riverine flood,5025.0,2013-0418
2013,2013-0434-PHL,PHL,Riverine flood,2497.0,2013-0434
2014,2014-0250-PHL,PHL,Riverine flood,978.0,2014-0250
2015,2015-0359-PHL,PHL,Flood (General),141.0,2015-0359
2015,2015-0283-PHL,PHL,Flood (General),106.0,2015-0283
2016,2016-0377-PHL,PHL,Flood (General),11364.0,2016-0377
2017,2017-0028-PHL,PHL,Flood (General),9671.0,2017-0028
2022,2022-0832-PHL,PHL,Flood (General),11000.0,2022-0832
2023,2023-0002-PHL,PHL,Flood (General),,2023-0002
2023,2023-0094-PHL,PHL,Flood (General),,2023-0094
2023,2023-0102-PHL,PHL,Flood (General),,2023-0102
2023,2023-0802-PHL,PHL,Flood (General),,2023-0802
1993,1993-0038-PNG,PNG,Flood (General),5065.0,1993-0038
1999,1999-0126-PNG,PNG,Riverine flood,75947.0,1999-0126
2012,2012-0349-PNG,PNG,Riverine flood,34416.0,2012-0349
1997,1997-0143-POL,POL,Riverine flood,6381219.0,1997-0143
2009,2009-0228-POL,POL,Riverine flood,136412.0,2009-0228
2010,2010-0193-POL,POL,Riverine flood,4133704.0,2010-0193
1992,1992-0006-PRI,PRI,Riverine flood,417135.0,1992-0006
2001,2001-0307-PRI,PRI,Riverine flood,241308.0,2001-0307
2022,2022-0091-PRI,PRI,Flood (General),17000.0,2022-0091
1995,1995-0182-PRK,PRK,Riverine flood,28807763.0,1995-0182
1996,1996-0105-PRK,PRK,Flood (General),4104818.0,1996-0105
2004,2004-0381-PRK,PRK,Riverine flood,30988.0,2004-0381
2007,2007-0352-PRK,PRK,Riverine flood,423437.0,2007-0352
2012,2012-0258-PRK,PRK,Riverine flood,14531.0,2012-0258
2016,2016-0321-PRK,PRK,Riverine flood,74381.0,2016-0321
2018,2018-0329-PRK,PRK,Flood (General),29137.0,2018-0329
2010,2010-0068-PRT,PRT,Riverine flood,1811851.0,2010-0068
1997,1997-0299-PRY,PRY,Flood (General),3076.0,1997-0299
1998,1998-0080-PRY,PRY,Flood (General),8977.0,1998-0080
2009,2009-0450-PRY,PRY,Riverine flood,1119.0,2009-0450
2012,2012-0089-PRY,PRY,Riverine flood,5099.0,2012-0089
2017,2017-0049-PYF,PYF,Flood (General),2388.0,2017-0049
1991,1991-0172-ROU,ROU,Riverine flood,107442.0,1991-0172
1994,1994-0180-ROU,ROU,Riverine flood,5923.0,1994-0180
1995,1995-0475-ROU,ROU,Riverine flood,6530.0,1995-0475
1997,1997-0166-ROU,ROU,Riverine flood,200553.0,1997-0166
1998,1998-0193-ROU,ROU,Riverine flood,269300.0,1998-0193
1999,1999-0231-ROU,ROU,Riverine flood,87845.0,1999-0231
1999,1999-0230-ROU,ROU,Riverine flood,17569.0,1999-0230
2000,2000-0187-ROU,ROU,Riverine flood,169951.0,2000-0187
2000,2000-0167-ROU,ROU,Riverine flood,850.0,2000-0167
2001,2001-0288-ROU,ROU,Riverine flood,198335.0,2001-0288
2001,2001-0079-ROU,ROU,Riverine flood,24792.0,2001-0079
2002,2002-0471-ROU,ROU,Riverine flood,472.0,2002-0471
2005,2005-0365-ROU,ROU,Riverine flood,1198842.0,2005-0365
2005,2005-0473-ROU,ROU,Riverine flood,469047.0,2005-0473
2005,2005-0214-ROU,ROU,Riverine flood,299711.0,2005-0214
2010,2010-0251-ROU,ROU,Riverine flood,1491661.0,2010-0251
2013,2013-0347-ROU,ROU,Riverine flood,13819.0,2013-0347
2020,2020-0286-ROU,ROU,Flood (General),96115.0,2020-0286
1992,1992-0282-RUS,RUS,Riverine flood,100321.0,1992-0282
1993,1993-0039-RUS,RUS,Riverine flood,68880.0,1993-0039
1994,1994-0218-RUS,RUS,Riverine flood,517292.0,1994-0218
1994,1994-0775-RUS,RUS,Riverine flood,37514.0,1994-0775
1996,1996-0359-RUS,RUS,Riverine flood,295547.0,1996-0359
1997,1997-0564-RUS,RUS,Riverine flood,317420.0,1997-0564
1998,1998-0608-RUS,RUS,Riverine flood,23339.0,1998-0608
1998,1998-0179-RUS,RUS,Riverine flood,6284.0,1998-0179
2000,2000-0478-RUS,RUS,Riverine flood,50985.0,2000-0478
2000,2000-0179-RUS,RUS,Flood (General),8961.0,2000-0179
2001,2001-0227-RUS,RUS,Riverine flood,398324.0,2001-0227
2001,2001-0420-RUS,RUS,Riverine flood,28098.0,2001-0420
2002,2002-0024-RUS,RUS,Riverine flood,105706.0,2002-0024
2002,2002-0482-RUS,RUS,Riverine flood,52064.0,2002-0482
2004,2004-0172-RUS,RUS,Riverine flood,77470.0,2004-0172
2004,2004-0454-RUS,RUS,Riverine flood,7688.0,2004-0454
2004,2004-0164-RUS,RUS,Riverine flood,2784.0,2004-0164
2005,2005-0276-RUS,RUS,Riverine flood,31721.0,2005-0276
2005,2005-0285-RUS,RUS,Riverine flood,3746.0,2005-0285
2006,2006-0306-RUS,RUS,Riverine flood,181465.0,2006-0306
2006,2006-0225-RUS,RUS,Riverine flood,10759.0,2006-0225
2007,2007-0180-RUS,RUS,Riverine flood,36348.0,2007-0180
2010,2010-0547-RUS,RUS,Riverine flood,88579.0,2010-0547
2011,2011-0200-RUS,RUS,Riverine flood,27341.0,2011-0200
2012,2012-0111-RUS,RUS,Riverine flood,21669.0,2012-0111
2013,2013-0278-RUS,RUS,Riverine flood,1256261.0,2013-0278
2014,2014-0193-RUS,RUS,Riverine flood,9890.0,2014-0193
2016,2016-0227-RUS,RUS,Flood (General),12194.0,2016-0227
2016,2016-0128-RUS,RUS,Flood (General),2439.0,2016-0128
2018,2018-0407-RUS,RUS,Flood (General),11655.0,2018-0407
2019,2019-0294-RUS,RUS,Flood (General),526569.0,2019-0294
2019,2019-0432-RUS,RUS,Flood (General),20605.0,2019-0432
2019,2019-0468-RUS,RUS,Flood (General),9158.0,2019-0468
2021,2021-0483-RUS,RUS,Flood (General),216006.0,2021-0483
2007,2007-0059-RWA,RWA,Riverine flood,13.0,2007-0059
2018,2018-0135-RWA,RWA,Flood (General),12820.0,2018-0135
2018,2018-0477-RWA,RWA,Flood (General),12820.0,2018-0477
2009,2009-0522-SAU,SAU,Riverine flood,1227711.0,2009-0522
2011,2011-0022-SAU,SAU,Riverine flood,390312.0,2011-0022
2015,2015-0130-SAU,SAU,Riverine flood,2469.0,2015-0130
1993,1993-0143-SDN,SDN,Riverine flood,405.0,1993-0143
1998,1998-0251-SDN,SDN,Riverine flood,71813.0,1998-0251
2001,2001-0417-SDN,SDN,Riverine flood,3306.0,2001-0417
2003,2003-0368-SDN,SDN,Riverine flood,292721.0,2003-0368
2007,2007-0261-SDN,SDN,Riverine flood,423437.0,2007-0261
2013,2013-0280-SDN,SDN,Riverine flood,8794.0,2013-0280
2020,2020-0305-SDN,SDN,Flood (General),282691.0,2020-0305
2002,2002-0026-SEN,SEN,Riverine flood,66672.0,2002-0026
2012,2012-0318-SEN,SEN,Riverine flood,12747.0,2012-0318
2020,2020-0397-SEN,SEN,Flood (General),20354.0,2020-0397
2013,2013-0420-SLB,SLB,Riverine flood,2513.0,2013-0420
1999,1999-0349-SLV,SLV,Riverine flood,2635.0,1999-0349
2011,2011-0386-SLV,SLV,Riverine flood,1301040.0,2011-0386
2018,2018-0133-SOM,SOM,Riverine flood,93237.0,2018-0133
2002,2002-0171-SPI,SPI,Riverine flood,130034.0,2002-0171
2014,2014-0164-SRB,SRB,Riverine flood,2532075.0,2014-0164
2020,2020-0285-SRB,SRB,Flood (General),31661.0,2020-0285
1990,1990-0354-SUN,SUN,Riverine flood,265646.0,1990-0354
1990,1990-0379-SUN,SUN,Riverine flood,132823.0,1990-0379
1991,1991-0161-SUN,SUN,Flood (General),4297691.0,1991-0161
1991,1991-0522-SUN,SUN,Riverine flood,47275.0,1991-0522
2022,2022-0315-SUR,SUR,Flood (General),21000.0,2022-0315
1997,1997-0154-SVK,SVK,Riverine flood,109392.0,1997-0154
1998,1998-0224-SVK,SVK,Riverine flood,80790.0,1998-0224
1999,1999-0233-SVK,SVK,Riverine flood,199056.0,1999-0233
2002,2002-0513-SVK,SVK,Riverine flood,4881.0,2002-0513
2010,2010-0193-SVK,SVK,Riverine flood,33553.0,2010-0193
2005,2005-0473-SVN,SVN,Riverine flood,7493.0,2005-0473
2012,2012-0551-SVN,SVN,Riverine flood,337786.0,2012-0551
2000,2000-0096-SWZ,SWZ,Riverine flood,85.0,2000-0096
1997,1997-0207-SYC,SYC,Flood (General),3099.0,1997-0207
2012,2012-0347-TCD,TCD,Riverine flood,12747.0,2012-0347
1991,1991-0709-THA,THA,Flood (General),3176.0,1991-0709
1993,1993-0484-THA,THA,Flood (General),810553.0,1993-0484
1993,1993-0483-THA,THA,Flood (General),647977.0,1993-0483
1994,1994-0650-THA,THA,Flood (General),469906.0,1994-0650
1994,1994-0657-THA,THA,Flood (General),59232.0,1994-0657
1995,1995-0198-THA,THA,Riverine flood,269833.0,1995-0198
1996,1996-0241-THA,THA,Riverine flood,933.0,1996-0241
2000,2000-0755-THA,THA,Riverine flood,97722.0,2000-0755
2000,2000-0446-THA,THA,Flood (General),86760.0,2000-0446
2000,2000-0777-THA,THA,Riverine flood,860.0,2000-0777
2003,2003-0561-THA,THA,Riverine flood,39772.0,2003-0561
2004,2004-0635-THA,THA,Riverine flood,271144.0,2004-0635
2005,2005-0435-THA,THA,Riverine flood,181325.0,2005-0435
2006,2006-0530-THA,THA,Riverine flood,14430.0,2006-0530
2007,2007-0530-THA,THA,Riverine flood,2117.0,2007-0530
2008,2008-0430-THA,THA,Riverine flood,21748.0,2008-0430
2010,2010-0552-THA,THA,Riverine flood,445581.0,2010-0552
2011,2011-0326-THA,THA,Riverine flood,52041595.0,2011-0326
2013,2013-0431-THA,THA,Riverine flood,605518.0,2013-0431
2013,2013-0263-THA,THA,Riverine flood,121857.0,2013-0263
2014,2014-0345-THA,THA,Riverine flood,12362.0,2014-0345
2016,2016-0360-THA,THA,Flood (General),146323.0,2016-0360
2016,2016-0472-THA,THA,Flood (General),30484.0,2016-0472
2017,2017-0006-THA,THA,Riverine flood,1193926.0,2017-0006
2017,2017-0316-THA,THA,Flood (General),366535.0,2017-0316
2017,2017-0465-THA,THA,Flood (General),1671.0,2017-0465
2021,2021-0612-THA,THA,Flood (General),638297.0,2021-0612
2022,2022-0199-THA,THA,Flood (General),13000.0,2022-0199
1992,1992-0233-TJK,TJK,Flood (General),625702.0,1992-0233
1998,1998-0111-TJK,TJK,Riverine flood,118492.0,1998-0111
2003,2003-0273-TJK,TJK,Riverine flood,31818.0,2003-0273
2004,2004-0342-TJK,TJK,Riverine flood,18593.0,2004-0342
2009,2009-0176-TJK,TJK,Riverine flood,1364.0,2009-0176
2010,2010-0175-TJK,TJK,Riverine flood,273791.0,2010-0175
2012,2012-0112-TJK,TJK,Riverine flood,969.0,2012-0112
2021,2021-0272-TJK,TJK,Flood (General),9720.0,2021-0272
1993,1993-0485-TKM,TKM,Riverine flood,202324.0,1993-0485
2020,2020-0131-TLS,TLS,Riverine flood,22615.0,2020-0131
2018,2018-0395-TTO,TTO,Flood (General),4312.0,2018-0395
1990,1990-0002-TUN,TUN,Riverine flood,543835.0,1990-0002
1990,1990-0023-TUR,TUR,Riverine flood,335977.0,1990-0023
1995,1995-0273-TUR,TUR,Flood (General),96026.0,1995-0273
1995,1995-0072-TUR,TUR,Riverine flood,45132.0,1995-0072
2000,2000-0281-TUR,TUR,Riverine flood,67980.0,2000-0281
2001,2001-0665-TUR,TUR,Riverine flood,41320.0,2001-0665
2020,2020-0597-TUR,TUR,Flood (General),282691.0,2020-0597
2021,2021-0501-TUR,TUR,Flood (General),313208.0,2021-0501
2021,2021-0494-TUR,TUR,Flood (General),24841.0,2021-0494
2023,2023-0141-TUR,TUR,Flood (General),,2023-0141
1997,1997-0146-TWN,TWN,Flood (General),106293.0,1997-0146
1998,1998-0607-TWN,TWN,Riverine flood,34111.0,1998-0607
2006,2006-0299-TWN,TWN,Riverine flood,168588.0,2006-0299
2012,2012-0178-TWN,TWN,Riverine flood,21542.0,2012-0178
2017,2017-0169-TWN,TWN,Riverine flood,33549.0,2017-0169
1990,1990-0016-TZA,TZA,Riverine flood,627.0,1990-0016
1993,1993-0005-TZA,TZA,Flood (General),7111.0,1993-0005
1997,1997-0301-UGA,UGA,Riverine flood,1823.0,1997-0301
2007,2007-0408-UGA,UGA,Riverine flood,100.0,2007-0408
2013,2013-0197-UGA,UGA,Riverine flood,3894.0,2013-0197
2016,2016-0130-UGA,UGA,Riverine flood,3292.0,2016-0130
1993,1993-0230-UKR,UKR,Riverine flood,322114.0,1993-0230
1993,1993-0058-UKR,UKR,Riverine flood,162070.0,1993-0058
1997,1997-0154-UKR,UKR,Riverine flood,30994.0,1997-0154
1998,1998-0359-UKR,UKR,Riverine flood,2260.0,1998-0359
2001,2001-0096-UKR,UKR,Riverine flood,24792.0,2001-0096
2006,2006-0333-UKR,UKR,Riverine flood,34631.0,2006-0333
2008,2008-0306-UKR,UKR,Riverine flood,1359273.0,2008-0306
2010,2010-0275-UKR,UKR,Riverine flood,2550.0,2010-0275
2013,2013-0410-UKR,UKR,Riverine flood,26381.0,2013-0410
2020,2020-0283-UKR,UKR,Flood (General),173981.0,2020-0283
1998,1998-0040-URY,URY,Flood (General),8977.0,1998-0040
2007,2007-0183-URY,URY,Riverine flood,63516.0,2007-0183
2016,2016-0115-URY,URY,Flood (General),3658.0,2016-0115
1990,1990-0707-USA,USA,Riverine flood,100793.0,1990-0707
1991,1991-0776-USA,USA,Flood (General),1826519.0,1991-0776
1993,1993-0043-USA,USA,Riverine flood,24310527.0,1993-0043
1993,1993-0123-USA,USA,Flood (General),384917.0,1993-0123
1993,1993-0420-USA,USA,Riverine flood,202588.0,1993-0420
1994,1994-0361-USA,USA,Riverine flood,1382077.0,1994-0361
1995,1995-0045-USA,USA,Riverine flood,5761553.0,1995-0045
1995,1995-0481-USA,USA,Riverine flood,192052.0,1995-0481
1995,1995-0483-USA,USA,Riverine flood,19205.0,1995-0483
1995,1995-0488-USA,USA,Riverine flood,19205.0,1995-0488
1996,1996-0295-USA,USA,Riverine flood,2798739.0,1996-0295
1996,1996-0015-USA,USA,Riverine flood,1306078.0,1996-0015
1996,1996-0031-USA,USA,Riverine flood,932913.0,1996-0031
1996,1996-0494-USA,USA,Riverine flood,37317.0,1996-0494
1997,1997-0083-USA,USA,Flood (General),9116027.0,1997-0083
1997,1997-0008-USA,USA,Riverine flood,2734808.0,1997-0008
1997,1997-0040-USA,USA,Riverine flood,911603.0,1997-0040
1997,1997-0318-USA,USA,Riverine flood,446685.0,1997-0318
1997,1997-0347-USA,USA,Riverine flood,182321.0,1997-0347
1998,1998-0066-USA,USA,Riverine flood,484741.0,1998-0066
1998,1998-0606-USA,USA,Riverine flood,359965.0,1998-0606
1998,1998-0256-USA,USA,Riverine flood,107720.0,1998-0256
1999,1999-0740-USA,USA,Flood (General),527.0,1999-0740
2000,2000-0500-USA,USA,Riverine flood,282118.0,2000-0500
2000,2000-0297-USA,USA,Flood (General),169951.0,2000-0297
2000,2000-0865-USA,USA,Riverine flood,33990.0,2000-0865
2001,2001-0460-USA,USA,Riverine flood,33056.0,2001-0460
2001,2001-0268-USA,USA,Riverine flood,21486.0,2001-0268
2002,2002-0411-USA,USA,Riverine flood,1626990.0,2002-0411
2002,2002-0266-USA,USA,Riverine flood,21151.0,2002-0266
2003,2003-0334-USA,USA,Riverine flood,168633.0,2003-0334
2003,2003-0756-USA,USA,Riverine flood,27045.0,2003-0756
2004,2004-0675-USA,USA,Riverine flood,774697.0,2004-0675
2004,2004-0146-USA,USA,Riverine flood,6972.0,2004-0146
2004,2004-0572-USA,USA,Riverine flood,1549.0,2004-0572
2005,2005-0103-USA,USA,Riverine flood,374638.0,2005-0103
2005,2005-0716-USA,USA,Riverine flood,367145.0,2005-0716
2005,2005-0015-USA,USA,Riverine flood,299711.0,2005-0015
2005,2005-0203-USA,USA,Riverine flood,44957.0,2005-0203
2006,2006-0341-USA,USA,Riverine flood,1451721.0,2006-0341
2006,2006-0180-USA,USA,Riverine flood,375996.0,2006-0180
2006,2006-0413-USA,USA,Riverine flood,145172.0,2006-0413
2006,2006-0260-USA,USA,Riverine flood,123396.0,2006-0260
2006,2006-0461-USA,USA,Riverine flood,22502.0,2006-0461
2006,2006-0182-USA,USA,Riverine flood,17421.0,2006-0182
2006,2006-0344-USA,USA,Riverine flood,10162.0,2006-0344
2007,2007-0383-USA,USA,Riverine flood,988020.0,2007-0383
2007,2007-0254-USA,USA,Riverine flood,39521.0,2007-0254
2008,2008-0627-USA,USA,Riverine flood,13592729.0,2008-0627
2008,2008-0131-USA,USA,Riverine flood,2719.0,2008-0131
2009,2009-0405-USA,USA,Riverine flood,682061.0,2009-0405
2009,2009-0106-USA,USA,Riverine flood,226444.0,2009-0106
2011,2011-0610-USA,USA,Riverine flood,5984783.0,2011-0610
2011,2011-0646-USA,USA,Riverine flood,2602080.0,2011-0646
2012,2012-0177-USA,USA,Riverine flood,221791.0,2012-0177
2013,2013-0354-USA,USA,Riverine flood,2386895.0,2013-0354
2013,2013-0291-USA,USA,Riverine flood,408285.0,2013-0291
2013,2013-0254-USA,USA,Riverine flood,31407.0,2013-0254
2013,2013-0277-USA,USA,Riverine flood,31407.0,2013-0277
2013,2013-0286-USA,USA,Riverine flood,2513.0,2013-0286
2014,2014-0317-USA,USA,Riverine flood,1977931.0,2014-0317
2015,2015-0565-USA,USA,Flood (General),740845.0,2015-0565
2015,2015-0399-USA,USA,Flood (General),123474.0,2015-0399
2016,2016-0292-USA,USA,Flood (General),12193586.0,2016-0292
2016,2016-0552-USA,USA,Flood (General),2804525.0,2016-0552
2016,2016-0331-USA,USA,Riverine flood,670647.0,2016-0331
2016,2016-0183-USA,USA,Flood (General),365808.0,2016-0183
2017,2017-0136-USA,USA,Flood (General),2029675.0,2017-0136
2018,2018-0419-USA,USA,Riverine flood,466184.0,2018-0419
2018,2018-0130-USA,USA,Flood (General),145683.0,2018-0130
2019,2019-0116-USA,USA,Riverine flood,11447148.0,2019-0116
2020,2020-0212-USA,USA,Flood (General),2374608.0,2020-0212
2020,2020-0089-USA,USA,Riverine flood,197884.0,2020-0089
2021,2021-0193-USA,USA,Flood (General),1404036.0,2021-0193
2021,2021-0566-USA,USA,Flood (General),243006.0,2021-0566
2021,2021-0741-USA,USA,Flood (General),216006.0,2021-0741
2021,2021-0117-USA,USA,Riverine flood,162004.0,2021-0117
2021,2021-0784-USA,USA,Flood (General),81002.0,2021-0784
2021,2021-0150-USA,USA,Flood (General),54001.0,2021-0150
2021,2021-0442-USA,USA,Flood (General),54001.0,2021-0442
2022,2022-0480-USA,USA,Flood (General),1500000.0,2022-0480
2023,2023-0426-USA,USA,Flood (General),,2023-0426
2013,2013-0531-VCT,VCT,Riverine flood,135676.0,2013-0531
2016,2016-0494-VCT,VCT,Flood (General),7926.0,2016-0494
2002,2002-0445-VEN,VEN,Riverine flood,4881.0,2002-0445
2005,2005-0073-VEN,VEN,Riverine flood,74928.0,2005-0073
2005,2005-0021-VEN,VEN,Riverine flood,1499.0,2005-0021
2010,2010-0616-VEN,VEN,Riverine flood,228159.0,2010-0616
2011,2011-0635-VEN,VEN,Riverine flood,20817.0,2011-0635
2012,2012-0241-VEN,VEN,Riverine flood,118544.0,2012-0241
2020,2020-0498-VEN,VEN,Flood (General),33923.0,2020-0498
1990,1990-0048-VNM,VNM,Riverine flood,1624.0,1990-0048
